ward,year,category,location,cost,geometry_type,grammar
1,2025,Street Resurfacing,ON W MEDILL AVE FROM N TALMAN AVE (2620 W) TO N CALIFORNIA AVE,100773.05,line,street_segment
1,2025,Street Speed Hump,1400 N PAULINA ST,2440.0,unknown,single_address
1,2025,Street Speed Hump,ON N CAMPBELL AVE FROM N MILWAUKEE AVE (2020 N) TO W CHARLESTON ST,4880.0,line,street_segment
1,2025,Street Speed Hump,ON N MARSHFIELD AVE FROM W CHICAGO AVE (800 N) TO W AUGUSTA BLVD,4880.0,line,street_segment
1,2025,Street Speed Hump,ON N MOZART ST FROM W ARMITAGE AVE (2000 N) TO W PALMER ST,9760.0,line,street_segment
1,2025,Street Speed Hump,ON N RICHMOND ST FROM W ALTGELD ST (2500 N) TO W LOGAN BLVD,4880.0,line,street_segment
1,2025,Street Speed Hump,ON W ERIE ST FROM N RACINE AVE (1200 W) TO N ADA ST,2440.0,line,street_segment
1,2025,Street Speed Hump,ON W LE MOYNE ST FROM N ASHLAND AVE (1600 W) TO N WOOD ST,9760.0,line,street_segment
1,2025,Street Speed Hump,ON W SCHILLER ST FROM N HOYNE AVE (2100 W) TO N LEAVITT ST,4880.0,line,street_segment
1,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
1,2025,Unknown,WARD COMMITTED 2025 TOTAL,1492754.99,unknown,unresolvable_text
1,2025,Unknown,WARD 2025 BALANCE,7245.01,unknown,unresolvable_text
1,2025,Alley Resurfacing,N JANSSEN AVE & W BELDEN AVE&W FULLERTON AVE & N SOUTHPORT AVE,47273.12,polygon,alley_block_polygon
1,2025,Alley Resurfacing,N RACINE AVE & W DICKENS AVE&W WEBSTER AVE & N CLIFTON AVE,51323.4,polygon,alley_block_polygon
1,2025,Concrete Alley,N GREENVIEW AVE & W FULLERTON AVE&N CLYBOURN AVE & N BOSWORTH AVE,154036.73,polygon,alley_block_polygon
1,2025,Curb & Gutter,111 W DELAWARE PL; 107 E DELAWARE PL,5596.37,unknown,multi_location
1,2025,Curb & Gutter,1320 N STATE PKWY,22260.15,unknown,single_address
1,2025,Curb & Gutter,1356 N CLEVELAND AVE,5579.29,unknown,single_address
1,2025,Curb & Gutter,1514 N WELLS ST,2667.02,unknown,single_address
1,2025,Curb & Gutter,2187 N CLYBOURN AVE,13830.0,unknown,single_address
1,2025,Curb & Gutter,270 E CHESTNUT ST,11901.31,unknown,single_address
1,2025,Floodlight,777 N MICHIGAN AVE,1150.0,unknown,single_address
1,2025,Unknown,Miscellaneous CDOT Projects (2025) 1420 N DEARBORN ST,660.0,unknown,unresolvable_text
1,2025,Unknown,Miscellaneous CDOT Projects (2025) 6800 S LOOMIS BLVD,660.0,unknown,unresolvable_text
1,2025,Unknown,"teardrops at North Av and Two Acorns, East side of Wells N ON N WELLS ST FROM W DIVISION ST (1200 N) TO W NORTH AVE",279032.03,line,street_segment
1,2025,Unknown,2210 N SOUTHPORT AVE,50000.0,unknown,single_address
1,2025,Sidewalk,148 W BURTON PL,12418.85,unknown,single_address
1,2025,Sidewalk,2069 N CLYBOURN AVE,42053.26,unknown,single_address
1,2025,Sidewalk,33 E DIVISION ST,7342.31,unknown,single_address
2,2025,Street Bump Outs,E ERIE ST & N LAKE SHORE DR,22000.0,point,intersection
2,2025,Street Bump Outs,W BELDEN AVE & N MAGNOLIA AVE,70000.0,point,intersection
2,2025,Street Light Pole Painting,ON N CLARK ST FROM W NORTH AVE (1599 N) TO W LA SALLE DR,21336.0,line,street_segment
2,2025,Street Light Pole Painting,ON N CLYBOURN AVE FROM N SOUTHPORT AVE (2132 N) TO N ASHLAND AVE,38467.0,line,street_segment
2,2025,Street Light Pole Painting,ON N FAIRBANKS CT FROM E GRAND AVE (528 N) TO E ONTARIO ST,16267.0,line,street_segment
2,2025,Street Light Pole Painting,ON N LA SALLE ST FROM W NORTH AVE (1600 N) TO W EUGENIE ST,16983.0,line,street_segment
2,2025,Street Light Pole Painting,ON N STATE PKWY FROM E GOETHE ST (1300 N) TO E BURTON PL,17965.0,line,street_segment
2,2025,Street Light Pole Painting,ON W NORTH AVE FROM N NORTH PARK AVE (300 W) TO N HALSTED ST,47454.0,line,street_segment
2,2025,Street Light Upgrade,1742-1744 N CLYBOURN AVE,500.0,line,address_range
2,2025,Street Light Upgrade,1760 N CLYBOURN AVE,500.0,unknown,single_address
2,2025,Street Resurfacing,ON E CHESTNUT ST FROM N DEWITT PL (250 E) TO N LAKE SHORE DR,67356.85,line,street_segment
2,2025,Street Resurfacing,ON E HURON ST FROM N ST CLAIR ST (200 E) TO N FAIRBANKS CT,70163.16,line,street_segment
2,2025,Street Resurfacing,ON N SOUTHPORT AVE FROM W WEBSTER AVE (2200 N) TO W FULLERTON AVE,72850.23,line,street_segment
2,2025,Street Resurfacing,ON N STATE PKWY FROM E SCOTT ST (1232 N) TO E SCHILLER ST,116763.57,line,street_segment
2,2025,Street Resurfacing,ON W CONCORD LN FROM N CLYBOURN AVE (900 W) TO N SHEFFIELD AVE,55910.27,line,street_segment
2,2025,Street Resurfacing,ON W DICKENS AVE FROM N RACINE AVE (1200 W) TO N LAKEWOOD AVE,76768.97,line,street_segment
2,2025,Unknown,Traffic Signal Pole Painting menu,18830.0,unknown,unresolvable_text
2,2025,Viaduct Improvement,E DIVISION ST & N LAKE SHORE DR,20446.77,point,intersection
2,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
2,2025,Unknown,WARD COMMITTED 2025 TOTAL,1499999.99,unknown,unresolvable_text
2,2025,Unknown,WARD 2025 BALANCE,0.01,unknown,unresolvable_text
2,2025,Alley Resurfacing,S CALUMET AVE & E 40TH ST&E 41ST ST & S PRAIRIE AVE,37129.36,polygon,alley_block_polygon
2,2025,Alley Resurfacing,S MICHIGAN AVE & E 21ST ST&E CERMAK RD & S WABASH AVE,12883.19,polygon,alley_block_polygon
2,2025,Alley Resurfacing,S MICHIGAN AVE & E 40TH ST&E 41ST ST & S INDIANA AVE,32105.62,polygon,alley_block_polygon
2,2025,Alley Resurfacing,S PRAIRIE AVE & E PERSHING RD&E 40TH ST & S INDIANA AVE,52768.75,polygon,alley_block_polygon
2,2025,Alley Speed Hump,S STATE ST & W 43RD ST&E 44TH ST & S WABASH AVE,2175.0,polygon,alley_block_polygon
2,2025,Curb & Gutter,10 W 35TH PL,5270.63,unknown,single_address
2,2025,Floodlight,346 W SWANN ST,1150.0,unknown,single_address
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 1920 S PRAIRIE AVE,4600.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 306 E PERSHING RD,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 3663 S INDIANA AVE,300.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 3859 S GILES AVE,660.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 430-432 E 48TH ST,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 4510 S VINCENNES AVE,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 4521-4523 S PRAIRIE AVE,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 4644 S VINCENNES AVE,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 4715 S WABASH AVE; 4736 S WABASH AVE; 4724 S WABASH AVE,300.0,unknown,multi_location
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 4757 S PRAIRIE AVE,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 5031 S PRAIRIE AVE,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 5037 S INDIANA AVE,150.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 5111 S MICHIGAN AVE,300.0,unknown,unresolvable_text
2,2025,Unknown,Miscellaneous CDOT Projects (2025) 5121 S WABASH AVE; 5115 S WABASH AVE,300.0,unknown,multi_location
3,2025,Unknown,Miscellaneous CDOT Projects (2025) 5217 S CALUMET AVE; 5219 S CALUMET AVE; 5213 S CALUMET AVE,300.0,unknown,multi_location
3,2025,Unknown,Miscellaneous CDOT Projects (2025) 601 E 45TH ST,150.0,unknown,unresolvable_text
3,2025,Pavement Markings,Pavement Markings Menu (2025) E PERSHING RD & S RHODES AVE,2500.0,point,intersection
3,2025,Sidewalk,2001-2018 S PRAIRIE AVE,11456.16,line,address_range
3,2025,Sidewalk,4100-4112 S DR MARTIN LUTHER KING JR DR,25000.0,line,address_range
3,2025,Sidewalk,4543 S PRINCETON AVE,8430.67,unknown,single_address
3,2025,Sidewalk,4747 S DR MARTIN LUTHER KING JR DR,8527.72,unknown,single_address
3,2025,Sidewalk,ON W 29TH ST FROM S DEARBORN ST (40 W) TO S FEDERAL ST,45978.89,line,street_segment
3,2025,Street Light Residential Staggered Piggy Back,ON E 40TH ST FROM S STATE ST (0 E) TO S PRAIRIE AVE,47000.0,line,street_segment
3,2025,Street Resurfacing,ON E 37TH PL FROM S STATE ST (0 E) TO S WABASH AVE,46065.06,line,street_segment
3,2025,Street Resurfacing,ON E 44TH ST FROM S INDIANA AVE (200 E) TO S DR MARTIN LUTHER KING JR DR,141333.18,line,street_segment
3,2025,Street Resurfacing,ON E 46TH ST FROM S PRAIRIE AVE (300 E) TO S CALUMET AVE,30893.2,line,street_segment
3,2025,Street Resurfacing,ON S CALUMET AVE FROM E 38TH ST (3800 S) TO E PERSHING RD,65792.97,line,street_segment
3,2025,Street Resurfacing,ON S CALUMET AVE FROM E PERSHING RD (3900 S) TO E 41ST ST,139080.47,line,street_segment
3,2025,Street Resurfacing,ON S EVANS AVE FROM E 44TH ST (4400 S) TO E 45TH ST,33477.48,line,street_segment
3,2025,Street Resurfacing,ON S FORRESTVILLE AVE FROM E 47TH ST (4700 S) TO E 48TH ST,79082.95,line,street_segment
3,2025,Street Resurfacing,ON S PRAIRIE AVE FROM E 49TH ST (4900 S) TO E 51ST ST,135422.52,line,street_segment
3,2025,Street Resurfacing,ON S WABASH AVE FROM E 44TH ST (4400 S) TO E 46TH ST,212839.32,line,street_segment
3,2025,Street Resurfacing,ON W 24TH ST FROM S STATE ST (0 E) TO S MICHIGAN AVE,87912.76,line,street_segment
3,2025,Street Resurfacing,ON W 29TH ST FROM S DEARBORN ST (40 W) TO S FEDERAL ST,27392.41,line,street_segment
3,2025,Street Resurfacing,ON W 30TH ST FROM S STATE ST (0 E) TO S FEDERAL ST,85612.3,line,street_segment
3,2025,Street Speed Hump,ON S PRAIRIE AVE FROM E 38TH ST (3799 S) TO E PERSHING RD,4880.0,line,street_segment
3,2025,Street Speed Hump,ON W 35TH PL FROM S STATE ST (1 W) TO S FEDERAL ST,4880.0,line,street_segment
3,2025,Street Speed Hump,ON W 36TH ST FROM S STATE ST (1 W) TO S FEDERAL ST,4880.0,line,street_segment
3,2025,Street Speed Hump,ON W ROOT ST FROM S STATE ST (0 E) TO S DEARBORN ST,2440.0,line,street_segment
3,2025,Street Speed Hump,ON W SWANN ST FROM S WENTWORTH AVE (232 W) TO S PRINCETON AVE,2440.0,line,street_segment
3,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
3,2025,Unknown,WARD COMMITTED 2025 TOTAL,1486036.12,unknown,unresolvable_text
3,2025,Unknown,WARD 2025 BALANCE,13963.88,unknown,unresolvable_text
3,2025,Alley Apron,4715 S LANGLEY AVE,14526.92,unknown,single_address
3,2025,Alley Resurfacing,E 43RD ST & S COTTAGE GROVE AVE&S DREXEL BLVD & E 44TH ST,92628.08,polygon,alley_block_polygon
3,2025,Arterial Street Bump Outs,E PERSHING RD & S RHODES AVE,60000.0,point,intersection
3,2025,Concrete Alley,S ELLIS AVE & E 45TH ST&E 46TH ST & S GREENWOOD AVE,10795.0,polygon,alley_block_polygon
3,2025,Curb & Gutter,4306 S ELLIS AVE,334020.17,unknown,single_address
3,2025,Curb & Gutter,E 49TH ST & S BLACKSTONE AVE,113791.93,point,intersection
3,2025,Curb & Gutter,E 50TH ST & S BLACKSTONE AVE,187425.25,point,intersection
3,2025,Unknown,Miscellaneous CDOT Projects (2025) 4220 S BERKELEY AVE,150.0,unknown,unresolvable_text
3,2025,Unknown,Miscellaneous CDOT Projects (2025) E OAKWOOD BLVD & S LSD OAKWOOD BL ER,548.23,point,intersection
3,2025,Unknown,Miscellaneous CDOT Projects (2025) ON S DREXEL BLVD FROM E 43RD ST (4300 S) TO E HYDE PARK BLVD,24000.0,line,street_segment
3,2025,Pavement Markings,Pavement Markings Menu (2025) 3600 S DR MARTIN LUTHER KING JR DR,7000.0,unknown,unresolvable_text
3,2025,Sidewalk,4832 S DORCHESTER AVE,30000.0,unknown,single_address
3,2025,Street Light Pole Painting,ON S DR MARTIN LUTHER KING JR DR FROM E 32ND ST (3198 S) TO E 35TH ST,21167.59,line,street_segment
3,2025,Street Resurfacing,ON E 53RD ST FROM S KIMBARK AVE (1300 E) TO S WOODLAWN AVE,74173.21,line,street_segment
3,2025,Street Resurfacing,ON S KENWOOD AVE FROM E HYDE PARK BLVD (5100 S) TO E 52ND ST,46509.29,line,street_segment
3,2025,Street Resurfacing,ON S ST LAWRENCE AVE FROM E 41ST ST (4100 S) TO E BOWEN AVE,19056.1,line,street_segment
3,2025,Street Resurfacing,ON S WOODLAWN AVE FROM E 47TH ST (4700 S) TO E 53RD ST,230775.46,line,street_segment
3,2025,Street Resurfacing,ON S WOODLAWN AVE FROM E 49TH ST (4900 S) TO E 50TH ST,94984.25,line,street_segment
4,2025,Street Speed Hump,ON E 44TH ST FROM S EVANS AVE (720 E) TO S COTTAGE GROVE AVE,2440.0,line,street_segment
4,2025,Street Speed Hump,ON E 45TH ST FROM S COTTAGE GROVE AVE (800 E) TO S ELLIS AVE,7320.0,line,street_segment
4,2025,Street Speed Hump,ON E 45TH ST FROM S ELLIS AVE (1000 E) TO S WOODLAWN AVE,9760.0,line,street_segment
4,2025,Street Speed Hump,ON E 48TH ST FROM S ST LAWRENCE AVE (600 E) TO S CHAMPLAIN AVE,2440.0,line,street_segment
4,2025,Street Speed Hump,ON E 49TH ST FROM S KIMBARK AVE (1300 E) TO S DORCHESTER AVE,4880.0,line,street_segment
4,2025,Street Speed Hump,ON S BERKELEY AVE FROM E 43RD ST (4300 S) TO E 44TH ST,4880.0,line,street_segment
4,2025,Street Speed Hump,ON S BLACKSTONE AVE FROM E 49TH ST (4900 S) TO E 52ND ST,12200.0,line,street_segment
4,2025,Street Speed Hump,ON S CHAMPLAIN AVE FROM E 47TH ST (4700 S) TO E 48TH ST,4880.0,line,street_segment
4,2025,Street Speed Hump,ON S ELLIS AVE FROM E 46TH ST (4600 S) TO E 47TH ST,4880.0,line,street_segment
4,2025,Street Speed Hump,ON S GREENWOOD AVE FROM E 47TH ST (4700 S) TO E 48TH ST,4880.0,line,street_segment
4,2025,Street Speed Hump,ON S OAKENWALD AVE FROM E 40TH PL (4032 S) TO E 41ST ST,2440.0,line,street_segment
4,2025,Street Speed Hump,ON S VINCENNES AVE FROM E 42ND ST (4200 S) TO E 43RD ST,4880.0,line,street_segment
4,2025,Street Speed Hump,ON S WOODLAWN AVE FROM S LAKE PARK AVE (4440 S) TO E 46TH ST,12200.0,line,street_segment
4,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
4,2025,Unknown,WARD COMMITTED 2025 TOTAL,1499999.99,unknown,unresolvable_text
4,2025,Unknown,WARD 2025 BALANCE,0.01,unknown,unresolvable_text
4,2025,Alley Resurfacing,E 52ND ST & S INGLESIDE AVE&S ELLIS AVE & E 53RD ST,29013.25,polygon,alley_block_polygon
4,2025,Alley Resurfacing,S BLACKSTONE AVE & E 65TH ST&E 65TH PL & S STONY ISLAND AVE,29911.68,polygon,alley_block_polygon
4,2025,Sidewalk,1701 E 56TH ST,12066.27,unknown,single_address
4,2025,Sidewalk,2327 E 68TH ST,2868.11,unknown,single_address
4,2025,Sidewalk,6744 S PAXTON AVE,9038.59,unknown,single_address
4,2025,Street Bump Outs,S CORNELL AVE & E 50TH ST,16127.8,point,intersection
4,2025,Street Bump Outs,S PAXTON AVE & E 73RD ST,29880.43,point,intersection
4,2025,Street Resurfacing,ON E 54TH ST FROM S INGLESIDE AVE (930 E) TO S ELLIS AVE,36477.67,line,street_segment
4,2025,Street Resurfacing,ON E 54TH ST FROM S UNIVERSITY AVE (1140 E) TO S WOODLAWN AVE,42228.3,line,street_segment
4,2025,Street Resurfacing,ON E 56TH ST FROM S UNIVERSITY AVE (1150 E) TO S WOODLAWN AVE,35336.9,line,street_segment
4,2025,Street Resurfacing,ON S CORNELL AVE FROM E 54TH ST (5400 S) TO E 55TH ST,48766.13,line,street_segment
4,2025,Street Resurfacing,ON S CRANDON AVE FROM E 68TH ST (6800 S) TO E 69TH ST,61300.86,line,street_segment
4,2025,Street Resurfacing,ON S CYRIL AVE FROM E 71ST PL (7130 S) TO E 72ND ST,40233.73,line,street_segment
4,2025,Street Resurfacing,ON S DOBSON AVE FROM E 71ST ST (7100 S) TO E 73RD ST,146468.38,line,street_segment
4,2025,Street Resurfacing,ON S DORCHESTER AVE FROM E 58TH ST (5800 S) TO E 59TH ST,51173.61,line,street_segment
4,2025,Street Resurfacing,ON S DORCHESTER AVE FROM E 60TH ST (6000 S) TO E 61ST ST,71012.4,line,street_segment
4,2025,Street Resurfacing,ON S ELLIS AVE FROM E 71ST ST (7100 S) TO E 73RD ST,127720.15,line,street_segment
4,2025,Street Resurfacing,ON S EUCLID AVE FROM E 68TH ST (6800 S) TO E 69TH ST,47632.67,line,street_segment
4,2025,Street Resurfacing,ON S EUCLID AVE FROM E 71ST ST (7100 S) TO E 73RD ST,120843.57,line,street_segment
4,2025,Street Resurfacing,ON S GREENWOOD AVE FROM E 71ST ST (7100 S) TO E 72ND ST,57561.38,line,street_segment
4,2025,Street Resurfacing,ON S INGLESIDE AVE FROM E 71ST ST (7100 S) TO E 72ND ST,78959.23,line,street_segment
