ward,year,category,location,cost,geometry_type,grammar
4,2025,Street Resurfacing,ON S LUELLA AVE FROM E 71ST ST (7100 S) TO E 73RD ST,130632.65,line,street_segment
5,2025,Street Resurfacing,ON S UNIVERSITY AVE FROM E 60TH ST (6000 S) TO E 61ST ST,55665.54,line,street_segment
5,2025,Street Resurfacing,ON S UNIVERSITY AVE FROM E 71ST ST (7100 S) TO E 73RD ST,155263.21,line,street_segment
5,2025,Street Resurfacing,ON S WOODLAWN AVE FROM E 72ND ST (7200 S) TO E 72ND PL,51748.52,line,street_segment
5,2025,Street Speed Hump,ON S DORCHESTER AVE FROM E 54TH ST (5400 S) TO E 55TH ST,4880.0,line,street_segment
5,2025,Street Speed Hump,ON S UNIVERSITY AVE FROM E 73RD ST (7300 S) TO E 74TH ST,4880.0,line,street_segment
5,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
5,2025,Unknown,WARD COMMITTED 2025 TOTAL,1497691.03,unknown,unresolvable_text
5,2025,Unknown,WARD 2025 BALANCE,2308.97,unknown,unresolvable_text
5,2025,Floodlight,S VINCENNES AVE & W 70TH ST,2300.0,point,intersection
5,2025,Unknown,Floor repairs for Neil Elementary School 8555 S MICHIGAN AVE,12500.0,unknown,named_place
5,2025,Unknown,Improvements to Hamilton Park tech center 513 W 72ND ST,50000.0,unknown,named_place
5,2025,Unknown,Improvements to Tuley Park for miniature soccer field 501 E 90TH ST,250000.0,unknown,named_place
5,2025,Unknown,501 E 90TH PL,50000.0,unknown,single_address
5,2025,Unknown,8147 S VINCENNES AVE,300000.0,unknown,single_address
5,2025,Unknown,Miscellaneous CDOT Projects (2025) 401 E 75TH ST,660.0,unknown,unresolvable_text
5,2025,Unknown,Miscellaneous CDOT Projects (2025) 615 W MARQUETTE RD,660.0,unknown,unresolvable_text
5,2025,Unknown,New lockers for Lenart School 8101 S LA SALLE ST,50000.0,unknown,named_place
5,2025,Pavement Markings,Pavement Markings Menu (2025) S VINCENNES AVE & W 83RD ST; W 83RD ST & S STEWART AVE,3200.0,polygon,alley_block_polygon
5,2025,Unknown,Projector screen for Manor Park School 7037 S RHODES AVE,30000.0,unknown,named_place
5,2025,Street Cul-de-Sac,ON S DR MARTIN LUTHER KING JR DR FROM E 81ST ST (8100 S) TO E 85TH ST,250000.0,line,street_segment
5,2025,Street Light Pole Painting,ON S VINCENNES AVE FROM 6900 S TO W 71ST ST,12600.0,line,street_segment
5,2025,Street Speed Hump,ON E 77TH ST FROM S STATE ST (0 E) TO S COTTAGE GROVE AVE,34160.0,line,street_segment
5,2025,Street Speed Hump,ON E 80TH ST FROM S STATE ST (0 E) TO S COTTAGE GROVE AVE,8418.03,line,street_segment
5,2025,Street Speed Hump,ON E 80TH ST FROM S VINCENNES AVE (410 W) TO S HALSTED ST,9760.0,line,street_segment
5,2025,Street Speed Hump,ON E 82ND ST FROM S STATE ST (0 E) TO S COTTAGE GROVE AVE,34160.0,line,street_segment
5,2025,Street Speed Hump,ON E 84TH ST FROM S WABASH AVE (50 E) TO S MICHIGAN AVE,2440.0,line,street_segment
5,2025,Street Speed Hump,ON E 93RD ST FROM S STATE ST (0 E) TO S DR MARTIN LUTHER KING JR DR,17080.0,line,street_segment
5,2025,Street Speed Hump,ON E 94TH ST FROM S STATE ST (0 E) TO S DR MARTIN LUTHER KING JR DR,17080.0,line,street_segment
6,2025,Street Speed Hump,ON S MICHIGAN AVE FROM E 91ST ST (9100 S) TO E 95TH ST,19520.0,line,street_segment
6,2025,Street Speed Hump,ON S VERNON AVE FROM E 83RD ST (8300 S) TO E 84TH ST,4880.0,line,street_segment
6,2025,Street Speed Hump,ON S WABASH AVE FROM E 80TH ST (8000 S) TO E 81ST ST,4880.0,line,street_segment
6,2025,Street Speed Hump,ON W 81ST ST FROM S VINCENNES AVE (430 W) TO S HALSTED ST,4880.0,line,street_segment
6,2025,Unknown,Tuley Park baseball field improvement 501 E 90TH PL,50000.0,unknown,named_place
6,2025,Unknown,Walking track at Cole Park 361 E 85TH ST,100000.0,point,intersection
6,2025,Unknown,Walking track installation at Cole Park 361 E 85TH ST,100000.0,point,intersection
6,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
6,2025,Unknown,WARD COMMITTED 2025 TOTAL,1438698.03,unknown,unresolvable_text
6,2025,Unknown,WARD 2025 BALANCE,61301.97,unknown,unresolvable_text
6,2025,Curb & Gutter,ON E 80TH PL FROM S COMMERCIAL CT (3000 E) TO S HOUSTON AVE,6419.17,line,street_segment
6,2025,Sidewalk,2114 E 100TH ST,7757.85,unknown,single_address
6,2025,Sidewalk,2309 E 83RD ST,11082.86,unknown,single_address
6,2025,Sidewalk,7129 S CORNELL AVE,7127.94,unknown,single_address
6,2025,Sidewalk,7711 S OGLESBY AVE,5037.51,unknown,single_address
6,2025,Sidewalk,9020 S PAXTON AVE,11111.2,unknown,single_address
6,2025,Street Bump Outs,E 75TH ST & S EUCLID AVE,21435.46,point,intersection
6,2025,Street Bump Outs,S PAXTON AVE & E 73RD ST,10544.43,point,intersection
6,2025,Street Light Upgrade,3021 E 80TH PL,500.0,unknown,single_address
6,2025,Street Light Upgrade,7700 S CRANDON AVE; E 77TH ST & S LUELLA AVE&S CRANDON AVE & E 78TH ST,500.0,point,intersection
6,2025,Street Light Upgrade,7720 S COLES AVE,500.0,unknown,single_address
6,2025,Street Light Upgrade,8139 S SOUTH SHORE DR,500.0,unknown,single_address
6,2025,Street Light Upgrade,E 77TH ST & S OGLESBY AVE&S CRANDON AVE & E 78TH ST; 7701 S CRANDON AVE,500.0,polygon,alley_block_polygon
6,2025,Street Resurfacing,ON E 72ND PL FROM S RIDGELAND AVE (1730 E) TO S CONSTANCE AVE,34291.9,line,street_segment
6,2025,Street Resurfacing,ON E 74TH ST FROM S CHAPPEL AVE (2030 E) TO S MERRILL AVE,74014.33,line,street_segment
6,2025,Street Resurfacing,ON E 77TH ST FROM S MERRILL AVE (2130 E) TO S LUELLA AVE,45096.02,line,street_segment
6,2025,Street Resurfacing,ON E 80TH PL FROM S COMMERCIAL CT (3000 E) TO S HOUSTON AVE,24415.31,line,street_segment
6,2025,Street Resurfacing,ON S BENSLEY AVE FROM E 99TH ST (9899 S) TO E 100TH ST,64311.31,line,street_segment
6,2025,Street Resurfacing,ON S COLFAX AVE FROM E 87TH ST (8700 S) TO S SOUTH CHICAGO AVE,106437.24,line,street_segment
6,2025,Street Resurfacing,ON S CRANDON AVE FROM E 101ST ST (10100 S) TO E 102ND ST,59311.68,line,street_segment
6,2025,Street Resurfacing,ON S CRANDON AVE FROM E 103RD ST (10300 S) TO E 104TH ST,65184.41,line,street_segment
6,2025,Street Resurfacing,ON S CRANDON AVE FROM E 80TH ST (8000 S) TO E 81ST ST,46940.44,line,street_segment
6,2025,Street Resurfacing,ON S CRANDON AVE FROM E 83RD ST (8300 S) TO E 84TH ST,59157.76,line,street_segment
7,2025,Street Resurfacing,ON S CRANDON AVE FROM E 89TH ST (8900 S) TO E 91ST ST,122875.55,line,street_segment
7,2025,Street Resurfacing,ON S ESSEX AVE FROM E 93RD ST (9300 S) TO E 94TH ST,63402.52,line,street_segment
7,2025,Street Resurfacing,ON S HOUSTON AVE FROM E 81ST ST (8100 S) TO E 82ND ST,56513.06,line,street_segment
7,2025,Street Resurfacing,ON S MUSKEGON AVE FROM E 93RD ST (9300 S) TO E 94TH ST,53639.81,line,street_segment
7,2025,Street Resurfacing,ON S OGLESBY AVE FROM E 100TH ST (10000 S) TO E 101ST ST,68129.4,line,street_segment
7,2025,Street Resurfacing,ON S OGLESBY AVE FROM E 101ST ST (10100 S) TO E 103RD ST,121487.7,line,street_segment
7,2025,Street Resurfacing,ON S PHILLIPS AVE FROM E 89TH ST (8900 S) TO E 90TH ST,58865.76,line,street_segment
7,2025,Street Resurfacing,ON S SAGINAW AVE FROM E 93RD ST (9300 S) TO E 94TH ST,53639.81,line,street_segment
7,2025,Street Resurfacing,ON S YATES AVE FROM E 89TH ST (8900 S) TO E 91ST ST,156197.89,line,street_segment
7,2025,Street Speed Hump,ON E 102ND ST FROM S OGLESBY AVE (2400 E) TO S BENSLEY AVE,4880.0,line,street_segment
7,2025,Street Speed Hump,ON E 94TH ST FROM S JEFFERY AVE (2000 E) TO S ANTHONY AVE,41480.0,line,street_segment
7,2025,Street Speed Hump,ON S CRANDON AVE FROM E 80TH ST (8000 S) TO E 81ST ST,4880.0,line,street_segment
7,2025,Street Speed Hump,ON S ESSEX AVE FROM E 86TH ST (8600 S) TO E 87TH ST,4880.0,line,street_segment
7,2025,Street Speed Hump,ON S KINGSTON AVE FROM E 82ND ST (8200 S) TO E 83RD ST,3071.67,line,street_segment
7,2025,Street Speed Hump,ON S OGLESBY AVE FROM E 100TH ST (10000 S) TO E 101ST ST,4880.0,line,street_segment
7,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
7,2025,Unknown,WARD COMMITTED 2025 TOTAL,1480999.99,unknown,unresolvable_text
7,2025,Unknown,WARD 2025 BALANCE,19000.01,unknown,unresolvable_text
7,2025,Alley Apron,9132 S CREGIER AVE,34046.83,unknown,single_address
7,2025,Alley Resurfacing,E 88TH ST & S DANTE AVE&S BLACKSTONE AVE & E 89TH ST,10166.26,polygon,alley_block_polygon
7,2025,Unknown,Grand Crossing Park Improvements 7655 S INGLESIDE AVE,50000.0,unknown,named_place
7,2025,Unknown,Jesse Owens Park Improvements 8800 S CLYDE AVE,50000.0,unknown,named_place
7,2025,Sidewalk,7200 S DORCHESTER AVE,38601.05,unknown,single_address
7,2025,Sidewalk,7943-7945 S JEFFERY BLVD,9260.45,line,address_range
7,2025,Sidewalk,8135 S EUCLID AVE,9050.39,unknown,single_address
7,2025,Sidewalk,8458 S MARYLAND AVE,46168.46,unknown,single_address
7,2025,Sidewalk,8815 S CORNELL AVE,1656.39,unknown,single_address
7,2025,Sidewalk,8918 S CHAPPEL AVE,15007.46,unknown,single_address
7,2025,Sidewalk,8944 S CLYDE AVE,2242.05,unknown,single_address
7,2025,Sidewalk,9156 S BENNETT AVE,17989.84,unknown,single_address
7,2025,Sidewalk,9305 S DR MARTIN LUTHER KING JR DR,4262.35,unknown,single_address
7,2025,Sidewalk,9314 S EAST END AVE,5935.17,unknown,single_address
7,2025,Sidewalk,9600 S UNIVERSITY AVE,26176.2,unknown,single_address
7,2025,Street Resurfacing,ON E 72ND PL FROM S DORCHESTER AVE (1400 E) TO S BLACKSTONE AVE,66426.55,line,street_segment
7,2025,Street Resurfacing,ON E 74TH ST FROM S KENWOOD AVE (1330 E) TO S DORCHESTER AVE,29593.93,line,street_segment
7,2025,Street Resurfacing,ON E 82ND ST FROM S MERRILL AVE (2130 E) TO S LUELLA AVE,56814.09,line,street_segment
7,2025,Street Resurfacing,ON E 85TH ST FROM S EAST END AVE (1700 E) TO S CREGIER AVE,47436.99,line,street_segment
7,2025,Street Resurfacing,ON E 86TH ST FROM 950 E TO S INGLESIDE AVE,19024.96,line,street_segment
7,2025,Street Resurfacing,ON E 92ND ST FROM S STONY ISLAND AVE (1600 E) TO S CREGIER AVE,124400.38,line,street_segment
8,2025,Street Resurfacing,ON E 94TH ST FROM S DR MARTIN LUTHER KING JR DR (400 E) TO S VERNON AVE,21461.79,line,street_segment
8,2025,Street Resurfacing,ON S AVALON AVE FROM 9858 S TO E 98TH ST,54638.03,line,street_segment
8,2025,Street Resurfacing,ON S BLACKSTONE AVE FROM E 86TH ST (8600 S) TO E 87TH ST,61169.21,line,street_segment
8,2025,Street Resurfacing,ON S CHAPPEL AVE FROM E 80TH ST (8000 S) TO E 81ST ST,62835.52,line,street_segment
8,2025,Street Resurfacing,ON S CLYDE AVE FROM E 89TH ST (8900 S) TO E 90TH ST,57867.44,line,street_segment
8,2025,Street Resurfacing,ON S CONSTANCE AVE FROM E 90TH ST (9000 S) TO E 92ND ST,109737.85,line,street_segment
8,2025,Street Resurfacing,ON S CORNELL AVE FROM E 78TH ST (7800 S) TO E 79TH ST,48912.93,line,street_segment
8,2025,Street Resurfacing,ON S DOBSON AVE FROM E 95TH ST (9500 S) TO E 96TH ST,55548.17,line,street_segment
8,2025,Street Resurfacing,ON S EAST END AVE FROM E 93RD ST (9300 S) TO E 94TH ST,57867.57,line,street_segment
8,2025,Street Resurfacing,ON S ELLIS AVE FROM E 83RD ST (8300 S) TO E 84TH ST,56926.05,line,street_segment
8,2025,Street Resurfacing,ON S KENWOOD AVE FROM E 85TH ST (8530 S) TO E 87TH ST,49500.47,line,street_segment
8,2025,Street Resurfacing,ON S LUELLA AVE FROM E 84TH ST (8400 S) TO E 85TH ST,54080.2,line,street_segment
8,2025,Street Resurfacing,ON S RIDGELAND AVE FROM E 89TH ST (8900 S) TO E 90TH ST,62506.31,line,street_segment
8,2025,Street Speed Hump,ON E 84TH ST FROM S STONY ISLAND AVE (1600 E) TO S EAST END AVE,4880.0,line,street_segment
8,2025,Street Speed Hump,ON E 85TH ST FROM S EAST END AVE (1700 E) TO S CREGIER AVE,4880.0,line,street_segment
8,2025,Street Speed Hump,ON E 89TH PL FROM S DR MARTIN LUTHER KING JR DR (400 E) TO S EBERHART AVE,4880.0,line,street_segment
8,2025,Street Speed Hump,ON E 89TH ST FROM S DR MARTIN LUTHER KING JR DR (400 E) TO S EBERHART AVE,4880.0,line,street_segment
8,2025,Street Speed Hump,ON E 91ST PL FROM S DR MARTIN LUTHER KING JR DR (400 E) TO S EBERHART AVE,4880.0,line,street_segment
8,2025,Street Speed Hump,ON S DORCHESTER AVE FROM E 82ND ST (8200 S) TO E 83RD ST,4880.0,line,street_segment
8,2025,Street Speed Hump,ON S DORCHESTER AVE FROM E 85TH ST (8500 S) TO E 87TH ST,9760.0,line,street_segment
8,2025,Street Speed Hump,ON S MARYLAND AVE FROM E 77TH ST (7700 S) TO E 78TH ST,4880.0,line,street_segment
8,2025,Street Speed Hump,ON S MERRILL AVE FROM E 75TH ST (7500 S) TO E 76TH ST,4880.0,line,street_segment
8,2025,Street Speed Hump,ON S WOODLAWN AVE FROM E 90TH ST (9000 S) TO E 91ST ST,4880.0,line,street_segment
8,2025,Unknown,MENU BUDGET,1500000.0,unknown,unresolvable_text
8,2025,Unknown,WARD COMMITTED 2025 TOTAL,1499999.99,unknown,unresolvable_text
8,2025,Unknown,WARD 2025 BALANCE,0.01,unknown,unresolvable_text
8,2025,Alley Resurfacing,S PARNELL AVE & W 123RD ST&W 124TH ST & S WALLACE ST,59989.82,polygon,alley_block_polygon
8,2025,Alley Resurfacing,W 128TH PL & S PARNELL AVE&S PARNELL AVE & W 128TH ST,12756.52,polygon,alley_block_polygon
8,2025,Alley Speed Hump,S HARVARD AVE & W 126TH ST&W 127TH ST & S PRINCETON AVE,1450.0,polygon,alley_block_polygon
8,2025,Curb & Gutter,ON S PRAIRIE AVE FROM E 100TH ST (10000 S) TO E 101ST ST,260350.12,line,street_segment
8,2025,Sidewalk,10047 S EBERHART AVE,3721.46,unknown,single_address
8,2025,Sidewalk,10356 S EBERHART AVE,12453.51,unknown,single_address
8,2025,Sidewalk,10437 S INDIANA AVE,5624.98,unknown,single_address
8,2025,Sidewalk,12835 S LOWE AVE,6879.92,unknown,single_address
8,2025,Sidewalk,12835 S UNION AVE,20162.04,unknown,single_address
8,2025,Sidewalk,225 W 118TH ST,10829.88,unknown,single_address
8,2025,Sidewalk,551 E 106TH ST,1509.04,unknown,single_address
8,2025,Sidewalk,58 W 108TH PL,16262.98,unknown,single_address
8,2025,Sidewalk,711 E 105TH PL,7244.91,unknown,single_address
8,2025,Sidewalk,9400 S NORMAL AVE,13732.37,unknown,single_address
8,2025,Sidewalk,ON S CORLISS AVE FROM S DOTY AVE W (11110 S) TO E 112TH ST,2562.2,line,street_segment
8,2025,Street Light Upgrade,140 E 121ST PL,500.0,unknown,single_address
8,2025,Street Resurfacing,ON E 109TH ST FROM S EBERHART AVE (500 E) TO S RHODES AVE,44622.83,line,street_segment
8,2025,Street Resurfacing,ON E 114TH ST FROM S STATE ST (0 E) TO S MICHIGAN AVE,45826.13,line,street_segment
8,2025,Street Resurfacing,ON E 120TH PL FROM S MICHIGAN AVE (100 E) TO S INDIANA AVE,81752.55,line,street_segment
8,2025,Street Resurfacing,ON E 125TH PL FROM S EDBROOKE AVE (130 E) TO S INDIANA AVE,18261.61,line,street_segment
8,2025,Street Resurfacing,ON S CALUMET AVE FROM E 102ND ST (10200 S) TO E 103RD ST,54403.15,line,street_segment
8,2025,Street Resurfacing,ON S CORLISS AVE FROM S DOTY AVE W (11110 S) TO E 112TH ST,59699.35,line,street_segment
8,2025,Street Resurfacing,ON S FOREST AVE FROM E 106TH ST (10600 S) TO E 107TH ST,58654.21,line,street_segment
9,2025,Street Resurfacing,ON S HARVARD AVE FROM W 95TH ST (9500 S) TO W 96TH ST,57666.73,line,street_segment
9,2025,Street Resurfacing,ON S INDIANA AVE FROM E 111TH ST (11100 S) TO E 112TH ST,68769.95,line,street_segment
9,2025,Street Resurfacing,ON S LA SALLE ST FROM W 124TH ST (12400 S) TO W 125TH ST,54256.36,line,street_segment
9,2025,Street Resurfacing,ON S NORMAL AVE FROM W 95TH ST (9500 S) TO W 96TH ST,62775.61,line,street_segment
9,2025,Street Resurfacing,ON S PERRY AVE FROM W 92ND ST (9200 S) TO W 93RD ST,59701.31,line,street_segment
9,2025,Street Resurfacing,ON S PRAIRIE AVE FROM E 100TH ST (10000 S) TO E 101ST ST,58681.48,line,street_segment
9,2025,Street Resurfacing,ON S UNION AVE FROM W VERMONT ST (12720 S) TO W 128TH PL,71529.53,line,street_segment
9,2025,Street Resurfacing,ON S VERNON AVE FROM E 108TH ST (10800 S) TO E 109TH ST,65985.99,line,street_segment
9,2025,Street Resurfacing,ON S WALLACE ST FROM W 92ND ST (9200 S) TO W 93RD ST,53412.51,line,street_segment
9,2025,Street Resurfacing,ON S WALLACE ST FROM W 95TH ST (9500 S) TO W 97TH ST,103433.52,line,street_segment
9,2025,Street Resurfacing,ON W 129TH PL FROM S WALLACE ST (600 W) TO S LOWE AVE,33080.2,line,street_segment
